gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group A,high school,standard,none,74,77,64
female,group B,high school,free/reduced,completed,66,81,82
female,group D,some high school,standard,completed,78,93,85
male,group E,some college,standard,none,87,76,69
female,group D,associate's degree,standard,none,80,79,73
male,group D,high school,standard,none,40,49,48
female,group D,associate's degree,free/reduced,completed,70,92,92
female,group B,some high school,free/reduced,none,71,77,74
female,group E,high school,standard,completed,70,83,78
male,group B,high school,standard,none,67,62,57
female,group B,bachelor's degree,standard,completed,68,84,86
female,group D,associate's degree,standard,none,57,71,70
female,group E,high school,free/reduced,none,62,59,63
female,group B,high school,standard,none,50,58,52
female,group D,some college,standard,completed,68,82,83
male,group C,some high school,free/reduced,completed,54,56,50
female,group A,high school,standard,completed,73,78,73
female,group D,some college,standard,completed,86,81,98
female,group A,associate's degree,standard,completed,66,73,79
female,group B,some high school,standard,none,75,77,74
female,group B,some college,standard,none,59,72,67
male,group C,associate's degree,free/reduced,none,77,64,66
male,group D,some high school,standard,none,67,69,61
female,group D,associate's degree,free/reduced,none,46,55,63
male,group D,associate's degree,standard,none,87,89,82
male,group C,some college,free/reduced,none,76,72,68
male,group C,some high school,standard,none,70,70,65
female,group D,some college,free/reduced,none,59,70,66
female,group C,high school,standard,none,63,73,69
male,group D,associate's degree,standard,none,84,59,58
female,group C,some high school,free/reduced,completed,52,55,59
female,group C,some college,free/reduced,completed,58,74,69
female,group B,bachelor's degree,free/reduced,none,72,86,88
male,group C,some college,standard,none,68,69,63
male,group D,associate's degree,standard,completed,80,70,79
female,group C,high school,free/reduced,none,69,80,67
male,group D,associate's degree,free/reduced,none,56,59,49
female,group C,some college,standard,none,72,79,81
female,group C,associate's degree,standard,completed,69,86,79
female,group D,high school,standard,completed,65,74,79
female,group B,some college,standard,completed,50,63,62
female,group E,some college,standard,completed,75,77,75
female,group C,some high school,standard,completed,71,80,71
male,group D,associate's degree,free/reduced,none,76,80,81
male,group D,some college,free/reduced,none,60,61,63
female,group D,high school,standard,none,64,77,71
male,group B,high school,standard,none,63,65,57
male,group B,high school,standard,none,60,51,50
female,group C,some high school,free/reduced,completed,33,37,39
male,group B,some college,standard,completed,59,71,68
female,group E,master's degree,standard,completed,99,94,96
male,group E,some college,standard,completed,84,70,70
male,group D,associate's degree,free/reduced,none,73,83,69
male,group A,high school,free/reduced,none,54,56,39
male,group E,some college,free/reduced,none,98,86,87
female,group C,associate's degree,standard,none,44,48,54
female,group E,associate's degree,free/reduced,none,70,74,75
female,group C,bachelor's degree,free/reduced,completed,62,76,79
female,group D,associate's degree,standard,none,79,78,73
female,group C,some high school,standard,none,53,63,55
female,group D,some college,free/reduced,none,76,84,89
female,group C,associate's degree,standard,completed,79,78,90
female,group A,bachelor's degree,standard,none,58,70,70
female,group D,associate's degree,standard,completed,62,79,80
male,group C,high school,free/reduced,none,66,69,57
female,group E,bachelor's degree,standard,completed,77,82,85
female,group B,some high school,standard,none,62,71,71
male,group A,bachelor's degree,standard,completed,88,86,90
female,group D,some college,standard,none,59,62,63
female,group B,some high school,free/reduced,completed,60,58,63
male,group A,bachelor's degree,free/reduced,none,59,73,63
male,group D,high school,standard,none,43,33,40
male,group C,some college,standard,none,67,57,48
male,group D,high school,standard,none,92,92,78
female,group D,associate's degree,free/reduced,completed,46,65,63
male,group C,some college,standard,completed,88,80,91
female,group E,some high school,standard,completed,78,86,84
female,group D,some college,standard,none,98,100,96
male,group D,master's degree,standard,none,84,80,82
female,group B,some high school,standard,completed,61,71,74
female,group B,associate's degree,free/reduced,completed,75,90,85
male,group C,associate's degree,standard,completed,74,77,77
female,group C,associate's degree,standard,completed,94,95,98
female,group C,high school,standard,none,71,74,73
male,group E,associate's degree,free/reduced,completed,91,68,79
female,group C,some college,free/reduced,none,67,68,74
male,group D,some high school,free/reduced,completed,52,58,57
female,group B,some high school,free/reduced,completed,78,92,88
male,group C,high school,standard,none,51,46,43
male,group B,some college,standard,none,51,47,46
male,group E,some college,standard,completed,81,75,68
female,group E,associate's degree,standard,completed,65,70,82
male,group E,some high school,standard,completed,63,48,53
female,group D,high school,free/reduced,none,78,94,80
male,group C,some college,standard,none,54,39,38
female,group B,associate's degree,free/reduced,completed,70,75,78
male,group A,some high school,free/reduced,none,56,49,42
female,group C,some college,standard,completed,90,93,89
male,group D,some high school,standard,none,59,43,48
female,group E,some college,free/reduced,none,58,55,59
male,group C,master's degree,standard,none,70,57,61
male,group C,associate's degree,standard,none,90,77,79
female,group B,some college,free/reduced,completed,55,61,73
male,group D,associate's degree,standard,none,85,75,78
male,group C,high school,free/reduced,none,59,63,54
male,group D,bachelor's degree,standard,none,82,76,67
female,group A,associate's degree,free/reduced,none,41,60,61
female,group C,high school,standard,none,78,84,82
female,group C,associate's degree,standard,completed,58,68,67
male,group B,some college,free/reduced,none,60,50,42
male,group D,associate's degree,standard,none,77,74,71
male,group D,high school,standard,none,67,75,73
male,group C,some college,standard,none,68,60,65
female,group C,bachelor's degree,free/reduced,none,46,58,59
male,group B,some college,standard,completed,86,88,89
male,group D,some high school,standard,completed,66,67,67
male,group E,some college,standard,none,69,68,64
male,group C,master's degree,free/reduced,completed,78,82,74
female,group C,some high school,standard,completed,79,92,89
male,group C,associate's degree,free/reduced,none,56,58,58
female,group E,associate's degree,standard,none,86,100,89
male,group D,some college,standard,none,53,63,47
male,group E,bachelor's degree,free/reduced,completed,66,71,71
female,group D,some college,free/reduced,completed,53,54,63
male,group B,some college,standard,completed,67,72,74
female,group C,high school,free/reduced,none,55,72,66
female,group D,some high school,standard,none,52,58,57
male,group D,some high school,standard,completed,74,78,89
female,group B,high school,standard,none,62,57,63
male,group D,some college,standard,none,58,59,64
female,group B,high school,standard,none,73,67,70
female,group C,high school,standard,completed,63,75,81
male,group B,high school,standard,completed,75,61,59
female,group D,some high school,standard,none,64,74,70
male,group A,some college,free/reduced,none,60,65,60
male,group B,high school,standard,none,53,45,45
male,group D,bachelor's degree,standard,none,72,74,78
female,group B,some high school,free/reduced,completed,47,66,69
female,group C,bachelor's degree,free/reduced,none,64,81,84
male,group B,some college,standard,none,61,65,65
female,group B,some high school,free/reduced,none,53,54,56
female,group B,high school,standard,none,61,70,67
female,group C,some college,free/reduced,none,35,49,46
female,group A,some college,standard,completed,77,81,81
male,group E,associate's degree,standard,completed,90,81,84
female,group D,associate's degree,free/reduced,none,46,61,61
female,group B,master's degree,standard,none,73,86,87
female,group B,high school,free/reduced,completed,79,81,81
female,group C,associate's degree,standard,completed,53,64,64
male,group C,bachelor's degree,standard,completed,87,79,83
female,group B,some high school,standard,completed,33,50,44
female,group E,some high school,free/reduced,none,69,75,78
female,group B,some college,standard,none,15,41,32
male,group C,associate's degree,free/reduced,none,70,65,56
female,group C,master's degree,free/reduced,none,50,66,59
female,group B,high school,standard,none,50,66,63
female,group D,some college,free/reduced,none,56,70,65
male,group D,high school,free/reduced,none,61,69,67
male,group E,some high school,standard,completed,85,82,79
female,group B,high school,standard,none,41,49,47
female,group E,associate's degree,free/reduced,completed,60,65,74
male,group D,high school,standard,none,69,68,69
female,group E,associate's degree,free/reduced,none,72,82,77
male,group E,some college,standard,none,71,60,52
female,group C,associate's degree,standard,none,52,60,58
male,group C,some high school,standard,completed,62,76,70
male,group C,some high school,standard,completed,73,76,70
female,group E,associate's degree,standard,none,84,95,96
female,group B,some college,standard,none,83,86,88
female,group C,some college,standard,none,77,75,83
male,group A,some college,free/reduced,none,76,83,72
female,group D,some college,free/reduced,none,63,72,80
