gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group D,bachelor's degree,free/reduced,none,68,72,79
female,group D,associate's degree,standard,completed,77,76,79
female,group D,some college,standard,none,65,74,81
female,group C,associate's degree,standard,none,60,73,78
female,group A,high school,standard,none,51,71,74
female,group C,bachelor's degree,free/reduced,none,46,65,60
female,group C,some college,standard,none,56,60,66
female,group A,some high school,standard,none,44,71,68
male,group C,some college,free/reduced,none,56,55,51
male,group A,some high school,standard,none,72,59,46
male,group E,bachelor's degree,standard,none,70,67,67
female,group E,high school,standard,none,73,75,68
female,group C,bachelor's degree,standard,completed,96,99,100
female,group C,bachelor's degree,standard,completed,54,75,72
male,group B,high school,free/reduced,none,26,21,15
male,group A,some high school,standard,none,55,53,51
female,group D,high school,standard,none,72,74,73
female,group D,some high school,standard,none,67,84,84
female,group D,master's degree,standard,none,54,61,61
female,group C,high school,standard,none,26,32,31
female,group E,some college,standard,none,71,82,81
male,group D,high school,free/reduced,none,65,61,48
male,group D,master's degree,free/reduced,completed,80,91,86
male,group C,some high school,standard,none,70,75,57
female,group C,associate's degree,standard,none,89,85,77
female,group C,master's degree,free/reduced,none,36,60,59
female,group E,some college,standard,none,64,68,61
female,group B,associate's degree,standard,none,59,59,69
male,group D,some college,free/reduced,completed,64,65,62
female,group C,some college,standard,none,56,60,62
male,group C,bachelor's degree,standard,completed,97,85,91
female,group C,associate's degree,standard,none,64,73,69
female,group A,associate's degree,standard,none,84,93,89
female,group C,high school,standard,none,61,64,77
female,group E,bachelor's degree,standard,none,32,48,36
male,group D,bachelor's degree,standard,none,88,82,88
male,group D,master's degree,standard,none,91,84,84
male,group C,associate's degree,free/reduced,completed,69,71,71
female,group C,high school,free/reduced,none,40,56,54
male,group B,bachelor's degree,free/reduced,none,60,64,60
male,group C,high school,free/reduced,completed,59,49,57
male,group A,some college,standard,completed,100,96,82
female,group E,bachelor's degree,free/reduced,none,62,59,64
male,group D,some college,standard,completed,95,97,100
male,group B,associate's degree,free/reduced,completed,73,71,59
male,group D,associate's degree,standard,none,66,43,48
male,group D,some college,free/reduced,none,52,53,44
female,group C,some high school,standard,completed,41,49,52
male,group D,some college,standard,none,70,62,75
male,group B,high school,standard,none,80,64,70
female,group B,bachelor's degree,standard,completed,69,69,78
female,group C,high school,standard,none,77,84,84
male,group D,some high school,standard,none,85,83,84
male,group A,high school,standard,none,75,79,69
female,group B,high school,free/reduced,completed,72,85,79
female,group D,some high school,standard,completed,75,93,84
male,group E,some college,standard,none,85,80,78
female,group D,associate's degree,standard,none,72,77,71
male,group D,high school,standard,none,43,50,50
female,group D,associate's degree,free/reduced,completed,76,83,93
female,group B,some high school,free/reduced,none,69,78,79
female,group E,high school,standard,completed,72,80,84
male,group B,high school,standard,none,75,67,57
female,group B,bachelor's degree,standard,completed,60,82,77
female,group D,associate's degree,standard,none,54,72,66
female,group E,high school,free/reduced,none,61,58,70
female,group B,high school,standard,none,53,55,57
female,group D,some college,standard,completed,74,77,76
male,group C,some high school,free/reduced,completed,51,58,48
female,group A,high school,standard,completed,71,77,71
female,group D,some college,standard,completed,90,87,94
female,group A,associate's degree,standard,completed,60,65,79
female,group B,some high school,standard,none,75,80,79
female,group B,some college,standard,none,67,71,66
male,group C,associate's degree,free/reduced,none,80,71,67
male,group D,some high school,standard,none,64,61,61
female,group D,associate's degree,free/reduced,none,41,59,61
male,group D,associate's degree,standard,none,88,83,83
male,group C,some college,free/reduced,none,70,77,77
male,group C,some high school,standard,none,77,65,63
female,group D,some college,free/reduced,none,53,74,73
female,group C,high school,standard,none,63,65,71
male,group D,associate's degree,standard,none,80,67,61
female,group C,some high school,free/reduced,completed,54,65,61
female,group C,some college,free/reduced,completed,66,73,69
female,group B,bachelor's degree,free/reduced,none,82,87,92
male,group C,some college,standard,none,69,71,66
male,group D,associate's degree,standard,completed,76,69,75
female,group C,high school,free/reduced,none,68,77,70
male,group D,associate's degree,free/reduced,none,50,52,54
female,group C,some college,standard,none,65,80,71
female,group C,associate's degree,standard,completed,70,80,79
female,group D,high school,standard,completed,71,76,75
female,group B,some college,standard,completed,45,69,69
female,group E,some college,standard,completed,70,75,74
female,group C,some high school,standard,completed,65,78,74
male,group D,associate's degree,free/reduced,none,80,73,73
male,group D,some college,free/reduced,none,66,65,58
female,group D,high school,standard,none,68,71,72
male,group B,high school,standard,none,59,73,56
male,group B,high school,standard,none,66,58,55
female,group C,some high school,free/reduced,completed,29,36,47
male,group B,some college,standard,completed,67,65,67
female,group E,master's degree,standard,completed,99,100,100
male,group E,some college,standard,completed,86,80,66
male,group D,associate's degree,free/reduced,none,74,79,72
male,group A,high school,free/reduced,none,53,56,45
male,group E,some college,free/reduced,none,95,90,85
female,group C,associate's degree,standard,none,50,51,57
female,group E,associate's degree,free/reduced,none,76,76,78
female,group C,bachelor's degree,free/reduced,completed,70,78,76
female,group D,associate's degree,standard,none,73,81,77
female,group C,some high school,standard,none,54,59,55
female,group D,some college,free/reduced,none,84,85,88
female,group C,associate's degree,standard,completed,76,79,85
female,group A,bachelor's degree,standard,none,64,67,68
female,group D,associate's degree,standard,completed,52,74,82
male,group C,high school,free/reduced,none,69,65,63
female,group E,bachelor's degree,standard,completed,74,84,79
female,group B,some high school,standard,none,56,64,74
male,group A,bachelor's degree,standard,completed,87,83,83
female,group D,some college,standard,none,68,62,62
female,group B,some high school,free/reduced,completed,62,58,68
male,group A,bachelor's degree,free/reduced,none,58,71,70
male,group D,high school,standard,none,41,33,31
male,group C,some college,standard,none,64,54,57
male,group D,high school,standard,none,85,91,74
female,group D,associate's degree,free/reduced,completed,42,62,60
male,group C,some college,standard,completed,97,81,95
female,group E,some high school,standard,completed,80,84,82
female,group D,some college,standard,none,100,96,100
male,group D,master's degree,standard,none,77,84,81
female,group B,some high school,standard,completed,59,70,79
female,group B,associate's degree,free/reduced,completed,72,98,86
male,group C,associate's degree,standard,completed,70,75,75
female,group C,associate's degree,standard,completed,95,94,100
female,group C,high school,standard,none,80,75,75
male,group E,associate's degree,free/reduced,completed,89,71,84
female,group C,some college,free/reduced,none,64,71,70
male,group D,some high school,free/reduced,completed,60,57,64
female,group B,some high school,free/reduced,completed,76,85,90
male,group C,high school,standard,none,55,50,37
male,group B,some college,standard,none,51,40,37
male,group E,some college,standard,completed,81,78,71
female,group E,associate's degree,standard,completed,65,76,79
male,group E,some high school,standard,completed,73,50,58
female,group D,high school,free/reduced,none,78,89,89
male,group C,some college,standard,none,50,35,40
female,group B,associate's degree,free/reduced,completed,73,79,84
male,group A,some high school,free/reduced,none,60,45,45
female,group C,some college,standard,completed,92,86,98
male,group D,some high school,standard,none,60,44,43
female,group E,some college,free/reduced,none,58,59,60
male,group C,master's degree,standard,none,64,54,57
male,group C,associate's degree,standard,none,93,74,83
female,group B,some college,free/reduced,completed,49,61,76
male,group D,associate's degree,standard,none,83,70,68
male,group C,high school,free/reduced,none,58,61,60
male,group D,bachelor's degree,standard,none,80,73,77
female,group A,associate's degree,free/reduced,none,40,57,56
female,group C,high school,standard,none,81,79,85
female,group C,associate's degree,standard,completed,57,74,67
male,group B,some college,free/reduced,none,51,52,49
male,group D,associate's degree,standard,none,71,74,78
male,group D,high school,standard,none,69,73,67
male,group C,some college,standard,none,70,63,70
female,group C,bachelor's degree,free/reduced,none,49,57,54
male,group B,some college,standard,completed,90,86,84
male,group D,some high school,standard,completed,69,66,63
male,group E,some college,standard,none,67,70,62
